"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015-06","Nova Scotia","2016A000212","Job vacancy rate","Percentage","242","units","0","v1481212156","4.3","1.8","B","","","1"
"2015-06","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1481212157","5.1","5540","B","","","0"
"2015-06","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1481212158","5.2","280675","A","","","0"
"2015-06","New Brunswick","2016A000213","Job vacancy rate","Percentage","242","units","0","v1481212159","5.3","1.9","B","","","1"
"2015-06","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1481212160","6.1","59465","A","","","0"
"2015-06","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1481212161","6.2","3331200","A","","","0"
"2015-06","Quebec","2016A000224","Job vacancy rate","Percentage","242","units","0","v1481212162","6.3","1.8","A","","","1"
"2015-06","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1481212163","7.1","156280","A","","","0"
"2015-06","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1481212164","7.2","5808380","A","","","0"
"2015-06","Ontario","2016A000235","Job vacancy rate","Percentage","242","units","0","v1481212165","7.3","2.6","A","","","1"
"2015-06","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1481212166","8.1","13155","B","","","0"
"2015-06","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1481212167","8.2","565175","A","","","0"
"2015-06","Manitoba","2016A000246","Job vacancy rate","Percentage","242","units","0","v1481212168","8.3","2.3","B","","","1"
"2015-06","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1481212169","9.1","12160","B","","","0"
"2015-06","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1481212170","9.2","467230","A","","","0"
"2015-06","Saskatchewan","2016A000247","Job vacancy rate","Percentage","242","units","0","v1481212171","9.3","2.5","B","","","1"
"2015-06","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1481212172","10.1","63580","A","","","0"
"2015-06","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1481212173","10.2","2002705","A","","","0"
"2015-06","Alberta","2016A000248","Job vacancy rate","Percentage","242","units","0","v1481212174","10.3","3.1","A","","","1"
"2015-06","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1481212175","11.1","75755","B","","","0"
"2015-06","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1481212176","11.2","1987015","A","","","0"
"2015-06","British Columbia","2016A000259","Job vacancy rate","Percentage","242","units","0","v1481212177","11.3","3.7","B","","","1"
"2015-06","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1481212178","12.1","695","E","","","0"
"2015-06","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1481212179","12.2","15935","A","","","0"
"2015-06","Yukon","2016A000260","Job vacancy rate","Percentage","242","units","0","v1481212180","12.3","4.2","E","","","1"
"2015-06","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1481212181","13.1","840","E","","","0"
"2015-06","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1481212182","13.2","22335","A","","","0"
"2015-06","Northwest Territories","2016A000261","Job vacancy rate","Percentage","242","units","0","v1481212183","13.3","3.6","E","","","1"
"2015-06","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1481212184","14.1","","F","","","0"
"2015-06","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1481212185","14.2","10900","A","","","0"
"2015-06","Nunavut","2016A000262","Job vacancy rate","Percentage","242","units","0","v1481212186","14.3","","F","","","1"
"2015-07","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1481212145","1.1","374905","A","","","0"
"2015-07","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1481212146","1.2","15088845","A","","","0"
"2015-07","Canada","2016A000011124","Job vacancy rate","Percentage","242","units","0","v1481212147","1.3","2.4","A","","","1"
"2015-07","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1481212148","2.1","4275","C","","","0"
"2015-07","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1481212149","2.2","206135","A","","","0"
"2015-07","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percentage","242","units","0","v1481212150","2.3","2.0","C","","","1"
"2015-07","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1481212151","3.1","865","D","","","0"
"2015-07","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1481212152","3.2","57695","A","","","0"
"2015-07","Prince Edward Island","2016A000211","Job vacancy rate","Percentage","242","units","0","v1481212153","3.3","1.5","D","","","1"
"2015-07","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1481212154","4.1","9800","B","","","0"
"2015-07","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1481212155","4.2","392835","A","","","0"
"2015-07","Nova Scotia","2016A000212","Job vacancy rate","Percentage","242","units","0","v1481212156","4.3","2.4","B","","","1"
"2015-07","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1481212157","5.1","5440","C","","","0"
"2015-07","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1481212158","5.2","279700","A","","","0"
"2015-07","New Brunswick","2016A000213","Job vacancy rate","Percentage","242","units","0","v1481212159","5.3","1.9","B","","","1"
"2015-07","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1481212160","6.1","53820","A","","","0"
"2015-07","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1481212161","6.2","3319800","A","","","0"
"2015-07","Quebec","2016A000224","Job vacancy rate","Percentage","242","units","0","v1481212162","6.3","1.6","A","","","1"
"2015-07","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1481212163","7.1","144945","A","","","0"
"2015-07","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1481212164","7.2","5799655","A","","","0"
"2015-07","Ontario","2016A000235","Job vacancy rate","Percentage","242","units","0","v1481212165","7.3","2.4","A","","","1"
"2015-07","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1481212166","8.1","12085","C","","","0"
"2015-07","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1481212167","8.2","549395","A","","","0"
"2015-07","Manitoba","2016A000246","Job vacancy rate","Percentage","242","units","0","v1481212168","8.3","2.2","C","","","1"
"2015-07","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1481212169","9.1","10930","B","","","0"
"2015-07","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1481212170","9.2","465120","A","","","0"
"2015-07","Saskatchewan","2016A000247","Job vacancy rate","Percentage","242","units","0","v1481212171","9.3","2.3","B","","","1"
"2015-07","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1481212172","10.1","61730","B","","","0"
"2015-07","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1481212173","10.2","1982945","A","","","0"
"2015-07","Alberta","2016A000248","Job vacancy rate","Percentage","242","units","0","v1481212174","10.3","3.0","B","","","1"
"2015-07","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1481212175","11.1","69015","B","","","0"
"2015-07","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1481212176","11.2","1986540","A","","","0"
"2015-07","British Columbia","2016A000259","Job vacancy rate","Percentage","242","units","0","v1481212177","11.3","3.4","B","","","1"
"2015-07","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1481212178","12.1","660","D","","","0"
"2015-07","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1481212179","12.2","15635","A","","","0"
"2015-07","Yukon","2016A000260","Job vacancy rate","Percentage","242","units","0","v1481212180","12.3","4.0","D","","","1"
"2015-07","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1481212181","13.1","940","D","","","0"
"2015-07","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1481212182","13.2","22510","A","","","0"
"2015-07","Northwest Territories","2016A000261","Job vacancy rate","Percentage","242","units","0","v1481212183","13.3","4.0","D","","","1"
"2015-07","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1481212184","14.1","400","E","","","0"
"2015-07","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1481212185","14.2","10880","A","","","0"
"2015-07","Nunavut","2016A000262","Job vacancy rate","Percentage","242","units","0","v1481212186","14.3","3.6","E","","","1"
"2015-08","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1481212145","1.1","366695","A","","","0"
"2015-08","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1481212146","1.2","15144230","A","","","0"
"2015-08","Canada","2016A000011124","Job vacancy rate","Percentage","242","units","0","v1481212147","1.3","2.4","A","","","1"
"2015-08","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1481212148","2.1","4255","D","","","0"
"2015-08","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1481212149","2.2","194325","A","","","0"
"2015-08","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percentage","242","units","0","v1481212150","2.3","2.1","C","","","1"
"2015-08","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1481212151","3.1","1360","D","","","0"
"2015-08","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1481212152","3.2","59775","A","","","0"
"2015-08","Prince Edward Island","2016A000211","Job vacancy rate","Percentage","242","units","0","v1481212153","3.3","2.2","D","","","1"
"2015-08","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1481212154","4.1","9340","B","","","0"
"2015-08","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1481212155","4.2","389575","A","","","0"
"2015-08","Nova Scotia","2016A000212","Job vacancy rate","Percentage","242","units","0","v1481212156","4.3","2.3","B","","","1"
"2015-08","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1481212157","5.1","5695","C","","","0"
"2015-08","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1481212158","5.2","296055","A","","","0"
"2015-08","New Brunswick","2016A000213","Job vacancy rate","Percentage","242","units","0","v1481212159","5.3","1.9","C","","","1"
"2015-08","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1481212160","6.1","51190","A","","","0"
"2015-08","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1481212161","6.2","3325915","A","","","0"
"2015-08","Quebec","2016A000224","Job vacancy rate","Percentage","242","units","0","v1481212162","6.3","1.5","A","","","1"
"2015-08","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1481212163","7.1","147440","A","","","0"
"2015-08","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1481212164","7.2","5827205","A","","","0"
"2015-08","Ontario","2016A000235","Job vacancy rate","Percentage","242","units","0","v1481212165","7.3","2.5","A","","","1"
"2015-08","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1481212166","8.1","13000","B","","","0"
"2015-08","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1481212167","8.2","554195","A","","","0"
"2015-08","Manitoba","2016A000246","Job vacancy rate","Percentage","242","units","0","v1481212168","8.3","2.3","B","","","1"
"2015-08","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1481212169","9.1","11085","B","","","0"
"2015-08","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1481212170","9.2","470270","A","","","0"
"2015-08","Saskatchewan","2016A000247","Job vacancy rate","Percentage","242","units","0","v1481212171","9.3","2.3","B","","","1"
"2015-08","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1481212172","10.1","59700","A","","","0"
"2015-08","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1481212173","10.2","1977515","A","","","0"
"2015-08","Alberta","2016A000248","Job vacancy rate","Percentage","242","units","0","v1481212174","10.3","2.9","A","","","1"
"2015-08","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1481212175","11.1","61555","A","","","0"
"2015-08","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1481212176","11.2","2000430","A","","","0"
"2015-08","British Columbia","2016A000259","Job vacancy rate","Percentage","242","units","0","v1481212177","11.3","3.0","A","","","1"
"2015-08","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1481212178","12.1","","F","","","0"
"2015-08","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1481212179","12.2","16025","A","","","0"
"2015-08","Yukon","2016A000260","Job vacancy rate","Percentage","242","units","0","v1481212180","12.3","","F","","","1"
"2015-08","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1481212181","13.1","790","D","","","0"
"2015-08","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1481212182","13.2","22525","A","","","0"
"2015-08","Northwest Territories","2016A000261","Job vacancy rate","Percentage","242","units","0","v1481212183","13.3","3.4","D","","","1"
"2015-08","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1481212184","14.1","","F","","","0"
"2015-08","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1481212185","14.2","10420","A","","","0"
"2015-08","Nunavut","2016A000262","Job vacancy rate","Percentage","242","units","0","v1481212186","14.3","","F","","","1"
"2015-09","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1481212145","1.1","402635","A","","","0"
"2015-09","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1481212146","1.2","15122910","A","","","0"
"2015-09","Canada","2016A000011124","Job vacancy rate","Percentage","242","units","0","v1481212147","1.3","2.6","A","","","1"
"2015-09","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1481212148","2.1","6900","E","","","0"
"2015-09","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1481212149","2.2","194690","A","","","0"
"2015-09","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percentage","242","units","0","v1481212150","2.3","3.4","E","","","1"
"2015-09","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1481212151","3.1","1265","D","","","0"
"2015-09","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1481212152","3.2","58285","A","","","0"
"2015-09","Prince Edward Island","2016A000211","Job vacancy rate","Percentage","242","units","0","v1481212153","3.3","2.1","D","","","1"
"2015-09","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1481212154","4.1","10885","E","","","0"
"2015-09","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1481212155","4.2","399560","A","","","0"
"2015-09","Nova Scotia","2016A000212","Job vacancy rate","Percentage","242","units","0","v1481212156","4.3","2.7","E","","","1"
"2015-09","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1481212157","5.1","6895","B","","","0"
"2015-09","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1481212158","5.2","281220","A","","","0"
"2015-09","New Brunswick","2016A000213","Job vacancy rate","Percentage","242","units","0","v1481212159","5.3","2.4","B","","","1"
"2015-09","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1481212160","6.1","62215","A","","","0"
"2015-09","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1481212161","6.2","3323860","A","","","0"
"2015-09","Quebec","2016A000224","Job vacancy rate","Percentage","242","units","0","v1481212162","6.3","1.8","A","","","1"
"2015-09","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1481212163","7.1","158365","A","","","0"
"2015-09","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1481212164","7.2","5826135","A","","","0"
"2015-09","Ontario","2016A000235","Job vacancy rate","Percentage","242","units","0","v1481212165","7.3","2.6","A","","","1"
"2015-09","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1481212166","8.1","12125","B","","","0"
"2015-09","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1481212167","8.2","559810","A","","","0"
"2015-09","Manitoba","2016A000246","Job vacancy rate","Percentage","242","units","0","v1481212168","8.3","2.1","B","","","1"
"2015-09","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1481212169","9.1","11810","B","","","0"
"2015-09","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1481212170","9.2","462715","A","","","0"
"2015-09","Saskatchewan","2016A000247","Job vacancy rate","Percentage","242","units","0","v1481212171","9.3","2.5","B","","","1"
"2015-09","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1481212172","10.1","61460","A","","","0"
"2015-09","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1481212173","10.2","1975830","A","","","0"
"2015-09","Alberta","2016A000248","Job vacancy rate","Percentage","242","units","0","v1481212174","10.3","3.0","A","","","1"
"2015-09","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1481212175","11.1","69270","B","","","0"
"2015-09","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1481212176","11.2","1992455","A","","","0"
"2015-09","British Columbia","2016A000259","Job vacancy rate","Percentage","242","units","0","v1481212177","11.3","3.4","A","","","1"
"2015-09","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1481212178","12.1","585","D","","","0"
